txn_id,customer_id,txn_date,txn_type,amount_pkr,branch,channel,currency,counterparty,is_cross_border,flagged,status
TXN-01541,CUST-0056,2025-03-17,ATM Withdrawal,16009.54,Islamabad-Blue Area,Online,PKR,ENTITY-482,1,0,Reversed
TXN-01542,CUST-0058,2024-08-13,Cash Withdrawal,29327.47,Faisalabad-Central,Mobile App,AED,ENTITY-102,0,1,Completed
TXN-01543,CUST-0084,2024-02-20,Cash Deposit,1889704.94,Islamabad-Blue Area,Online,USD,ENTITY-125,0,1,Reversed
TXN-01544,CUST-0110,2024-09-24,ATM Withdrawal,79991.06,Karachi-Clifton,ATM,PKR,ENTITY-033,0,0,Completed
TXN-01545,CUST-0175,2024-12-26,Wire Transfer,228785.9,Lahore-Gulberg,POS,PKR,ENTITY-128,0,1,Completed
TXN-01546,CUST-0126,2024-04-01,POS Purchase,35672.75,Islamabad-Blue Area,Branch,USD,ENTITY-281,0,0,Completed
TXN-01547,CUST-0040,2025-01-14,Loan Disbursement,2580953.7,Karachi-Clifton,Online,AED,ENTITY-478,0,1,Completed
TXN-01548,CUST-0172,2024-05-10,Wire Transfer,34579.42,Quetta-Branch,Mobile App,USD,ENTITY-388,1,0,Reversed
TXN-01549,CUST-0189,2024-02-16,ATM Withdrawal,194931.0,Karachi-Clifton,Mobile App,AED,ENTITY-056,0,0,Reversed
TXN-01550,CUST-0016,2024-12-14,ATM Withdrawal,677.38,Karachi-Clifton,POS,AED,ENTITY-389,0,0,Pending
TXN-01551,CUST-0195,2024-11-21,IBFT,32076.11,Karachi-Main,Branch,PKR,ENTITY-055,0,0,Completed
TXN-01552,CUST-0149,2024-12-06,Bill Payment,34426.83,Lahore-Gulberg,Branch,AED,ENTITY-108,0,0,Completed
TXN-01553,CUST-0029,2024-05-11,Cash Withdrawal,249462.86,Faisalabad-Central,Branch,USD,ENTITY-308,0,1,Completed
TXN-01554,CUST-0165,2024-06-28,Loan Disbursement,52154.25,Karachi-Main,ATM,PKR,ENTITY-016,0,0,Completed
TXN-01555,CUST-0148,2024-01-20,IBFT,12426.54,Karachi-Main,Mobile App,USD,ENTITY-479,0,0,Reversed
TXN-01556,CUST-0010,2024-09-10,Cash Deposit,50307.08,Karachi-Clifton,Branch,PKR,ENTITY-195,0,0,Reversed
TXN-01557,CUST-0043,2024-08-22,Cash Withdrawal,768138.39,Lahore-Gulberg,Online,USD,ENTITY-143,0,1,Completed
TXN-01558,CUST-0043,2024-10-31,Cash Withdrawal,142388.68,Lahore-Gulberg,ATM,PKR,ENTITY-231,0,0,Completed
TXN-01559,CUST-0084,2024-12-28,Cash Deposit,14512960.82,Islamabad-Blue Area,ATM,PKR,ENTITY-373,0,1,Completed
TXN-01560,CUST-0087,2024-05-10,POS Purchase,10253.1,Karachi-Clifton,ATM,PKR,ENTITY-338,0,0,Completed
TXN-01561,CUST-0182,2024-11-06,Bill Payment,495965.94,Lahore-Gulberg,ATM,PKR,ENTITY-337,0,0,Pending
TXN-01562,CUST-0003,2024-08-20,Wire Transfer,1660.22,Islamabad-Blue Area,POS,PKR,ENTITY-325,0,0,Reversed
TXN-01563,CUST-0013,2025-03-28,Cash Deposit,6644.99,Quetta-Branch,POS,USD,ENTITY-094,0,0,Pending
TXN-01564,CUST-0006,2024-04-04,Cash Withdrawal,117000.56,Karachi-Clifton,ATM,PKR,ENTITY-252,0,0,Pending
TXN-01565,CUST-0164,2024-07-29,Cash Withdrawal,1916353.7,Faisalabad-Central,Branch,PKR,ENTITY-244,0,0,Pending
TXN-01566,CUST-0070,2024-05-21,POS Purchase,16081.3,Islamabad-Blue Area,ATM,PKR,ENTITY-030,0,0,Completed
TXN-01567,CUST-0056,2024-09-28,Cash Deposit,19093.9,Islamabad-Blue Area,ATM,PKR,ENTITY-207,0,0,Completed
TXN-01568,CUST-0185,2024-02-07,Cash Withdrawal,78869.06,Faisalabad-Central,Mobile App,USD,ENTITY-478,0,0,Completed
TXN-01569,CUST-0120,2025-02-06,Cash Withdrawal,82325.19,Quetta-Branch,Branch,USD,ENTITY-020,0,0,Reversed
TXN-01570,CUST-0078,2024-05-01,IBFT,579705.37,Karachi-Clifton,ATM,USD,ENTITY-447,0,1,Completed
TXN-01571,CUST-0174,2024-08-03,Cash Withdrawal,22363.21,Faisalabad-Central,ATM,USD,ENTITY-232,0,0,Completed
TXN-01572,CUST-0140,2025-02-21,Cash Withdrawal,4139.63,Lahore-Gulberg,Branch,PKR,ENTITY-444,1,0,Completed
TXN-01573,CUST-0044,2024-02-27,ATM Withdrawal,110463.07,Islamabad-Blue Area,ATM,PKR,ENTITY-166,0,0,Completed
TXN-01574,CUST-0164,2024-08-05,Bill Payment,1461359.74,Faisalabad-Central,Mobile App,PKR,ENTITY-201,0,1,Reversed
TXN-01575,CUST-0054,2024-06-11,Loan Disbursement,83737.09,Lahore-Gulberg,Online,USD,ENTITY-102,0,1,Completed
TXN-01576,CUST-0120,2024-10-01,Cash Deposit,26354.99,Quetta-Branch,Mobile App,PKR,ENTITY-275,0,0,Pending
TXN-01577,CUST-0057,2024-05-29,Loan Disbursement,269019.31,Karachi-Clifton,POS,USD,ENTITY-426,0,0,Completed
TXN-01578,CUST-0081,2024-04-23,Loan Disbursement,468260.81,Karachi-Clifton,POS,AED,ENTITY-213,0,0,Reversed
TXN-01579,CUST-0006,2024-06-29,ATM Withdrawal,548139.13,Karachi-Clifton,POS,AED,ENTITY-050,0,0,Completed
TXN-01580,CUST-0067,2024-06-21,IBFT,103202.23,Karachi-Clifton,Online,PKR,ENTITY-200,0,0,Completed
TXN-01581,CUST-0146,2024-01-04,IBFT,207208.11,Quetta-Branch,ATM,PKR,ENTITY-142,1,0,Completed
TXN-01582,CUST-0103,2024-07-17,POS Purchase,38147.11,Quetta-Branch,ATM,USD,ENTITY-376,0,0,Completed
TXN-01583,CUST-0175,2024-10-28,Bill Payment,8599.03,Lahore-Gulberg,ATM,AED,ENTITY-500,0,0,Completed
TXN-01584,CUST-0052,2024-06-22,Cash Deposit,200254.31,Karachi-Clifton,Online,PKR,ENTITY-221,1,0,Completed
TXN-01585,CUST-0025,2024-03-22,Loan Disbursement,2381.09,Quetta-Branch,Branch,PKR,ENTITY-159,0,0,Completed
TXN-01586,CUST-0123,2024-10-03,Loan Disbursement,523740.69,Lahore-Gulberg,Mobile App,AED,ENTITY-311,1,1,Completed
TXN-01587,CUST-0028,2024-02-02,Cash Withdrawal,46481.57,Islamabad-Blue Area,Mobile App,PKR,ENTITY-233,0,0,Reversed
TXN-01588,CUST-0154,2024-10-01,Bill Payment,60969.69,Faisalabad-Central,Online,PKR,ENTITY-460,0,0,Completed
TXN-01589,CUST-0189,2024-04-01,ATM Withdrawal,12355.35,Karachi-Clifton,Online,PKR,ENTITY-354,1,0,Completed
TXN-01590,CUST-0118,2025-01-01,Loan Disbursement,31875.06,Lahore-Gulberg,ATM,AED,ENTITY-364,0,0,Pending
TXN-01591,CUST-0123,2025-02-20,Cash Deposit,572861.98,Lahore-Gulberg,POS,PKR,ENTITY-151,1,0,Pending
TXN-01592,CUST-0038,2024-05-25,Cash Deposit,433613.62,Islamabad-Blue Area,ATM,AED,ENTITY-173,0,0,Pending
TXN-01593,CUST-0086,2024-05-07,POS Purchase,160479.37,Faisalabad-Central,ATM,USD,ENTITY-048,0,0,Completed
TXN-01594,CUST-0099,2024-04-26,Bill Payment,460595.95,Karachi-Clifton,POS,AED,ENTITY-171,0,1,Completed
TXN-01595,CUST-0024,2024-11-27,Loan Disbursement,174179.17,Lahore-Gulberg,ATM,PKR,ENTITY-160,0,0,Reversed
TXN-01596,CUST-0124,2024-03-26,Wire Transfer,99020.16,Karachi-Clifton,POS,AED,ENTITY-129,0,0,Pending
TXN-01597,CUST-0131,2024-04-17,Loan Disbursement,6647757.96,Lahore-Gulberg,Branch,USD,ENTITY-407,0,1,Reversed
TXN-01598,CUST-0121,2024-01-31,Cash Withdrawal,2553.95,Karachi-Main,ATM,PKR,ENTITY-242,0,0,Completed
TXN-01599,CUST-0074,2024-05-14,Cash Withdrawal,6600.14,Karachi-Main,Branch,PKR,ENTITY-406,0,0,Completed
TXN-01600,CUST-0082,2025-01-27,Loan Disbursement,84474.81,Lahore-Gulberg,Branch,PKR,ENTITY-110,0,0,Completed
TXN-01601,CUST-0028,2025-02-21,POS Purchase,18158.86,Islamabad-Blue Area,Mobile App,PKR,ENTITY-299,0,0,Completed
TXN-01602,CUST-0118,2025-02-19,Cash Deposit,32852.18,Lahore-Gulberg,Branch,PKR,ENTITY-155,0,1,Completed
TXN-01603,CUST-0158,2024-04-05,Cash Deposit,141202.6,Lahore-Gulberg,Mobile App,PKR,ENTITY-031,0,0,Completed
TXN-01604,CUST-0200,2024-04-11,Wire Transfer,70512.93,Faisalabad-Central,ATM,USD,ENTITY-300,0,0,Completed
TXN-01605,CUST-0069,2024-06-21,IBFT,1009.53,Karachi-Main,ATM,PKR,ENTITY-125,0,0,Reversed
TXN-01606,CUST-0110,2024-12-27,Wire Transfer,211542.72,Karachi-Clifton,POS,PKR,ENTITY-168,0,0,Completed
TXN-01607,CUST-0130,2024-04-23,ATM Withdrawal,115653.15,Islamabad-Blue Area,Online,PKR,ENTITY-151,0,0,Pending
TXN-01608,CUST-0091,2024-08-19,Cash Deposit,25372.91,Quetta-Branch,POS,AED,ENTITY-408,0,0,Reversed
TXN-01609,CUST-0079,2025-01-29,Cash Deposit,34512.32,Lahore-Gulberg,Online,USD,ENTITY-431,0,0,Completed
TXN-01610,CUST-0160,2024-05-30,ATM Withdrawal,5595260.5,Karachi-Clifton,Mobile App,USD,ENTITY-034,0,1,Reversed
TXN-01611,CUST-0188,2024-07-09,Cash Withdrawal,14219.37,Lahore-Gulberg,Branch,PKR,ENTITY-115,0,0,Completed
TXN-01612,CUST-0169,2025-03-19,ATM Withdrawal,39087.3,Lahore-Gulberg,POS,PKR,ENTITY-213,1,0,Reversed
TXN-01613,CUST-0090,2024-06-12,Bill Payment,173941.21,Karachi-Clifton,Branch,PKR,ENTITY-285,0,0,Reversed
TXN-01614,CUST-0179,2024-07-20,Wire Transfer,86749.67,Faisalabad-Central,Online,PKR,ENTITY-169,0,0,Pending
TXN-01615,CUST-0053,2024-03-28,POS Purchase,184237.75,Faisalabad-Central,POS,AED,ENTITY-257,0,0,Completed
TXN-01616,CUST-0175,2024-12-21,POS Purchase,436747.58,Lahore-Gulberg,Mobile App,USD,ENTITY-420,0,0,Reversed
TXN-01617,CUST-0190,2024-08-18,ATM Withdrawal,11835.97,Faisalabad-Central,Mobile App,AED,ENTITY-058,0,0,Reversed
TXN-01618,CUST-0125,2024-05-08,Cash Withdrawal,2506693.82,Karachi-Main,Mobile App,USD,ENTITY-011,1,1,Pending
TXN-01619,CUST-0065,2024-06-26,Bill Payment,61482.58,Lahore-Gulberg,Online,PKR,ENTITY-420,0,0,Completed
TXN-01620,CUST-0038,2024-11-14,Wire Transfer,150138.02,Islamabad-Blue Area,POS,PKR,ENTITY-299,0,0,Completed
TXN-01621,CUST-0012,2025-01-31,ATM Withdrawal,186419.45,Faisalabad-Central,ATM,PKR,ENTITY-203,0,0,Completed
TXN-01622,CUST-0128,2024-06-27,Cash Withdrawal,3754.5,Faisalabad-Central,Online,AED,ENTITY-276,0,0,Completed
TXN-01623,CUST-0021,2024-11-09,Loan Disbursement,4334.38,Islamabad-Blue Area,Online,AED,ENTITY-402,0,0,Completed
TXN-01624,CUST-0025,2024-06-11,Wire Transfer,381477.31,Quetta-Branch,Online,PKR,ENTITY-251,0,0,Completed
TXN-01625,CUST-0177,2024-04-04,Loan Disbursement,47748.98,Faisalabad-Central,Mobile App,PKR,ENTITY-255,0,0,Reversed
TXN-01626,CUST-0005,2024-09-17,ATM Withdrawal,47016.74,Islamabad-Blue Area,POS,USD,ENTITY-337,0,0,Completed
TXN-01627,CUST-0168,2024-10-26,Wire Transfer,592852.94,Karachi-Clifton,POS,PKR,ENTITY-268,0,1,Completed
TXN-01628,CUST-0063,2024-08-16,Bill Payment,144297.99,Lahore-Gulberg,Online,PKR,ENTITY-395,0,0,Pending
TXN-01629,CUST-0118,2024-10-25,ATM Withdrawal,65183.17,Lahore-Gulberg,Mobile App,USD,ENTITY-045,1,0,Reversed
TXN-01630,CUST-0027,2024-06-14,IBFT,19961.51,Lahore-Gulberg,Branch,PKR,ENTITY-203,0,0,Reversed
TXN-01631,CUST-0041,2024-10-31,ATM Withdrawal,3124933.85,Karachi-Clifton,Branch,PKR,ENTITY-278,0,0,Completed
TXN-01632,CUST-0068,2024-05-21,Wire Transfer,18414.44,Karachi-Clifton,Online,PKR,ENTITY-419,1,0,Completed
TXN-01633,CUST-0164,2025-03-26,Loan Disbursement,270088.44,Faisalabad-Central,POS,PKR,ENTITY-084,0,0,Completed
TXN-01634,CUST-0005,2024-11-08,IBFT,63577.08,Islamabad-Blue Area,Mobile App,PKR,ENTITY-357,0,0,Pending
TXN-01635,CUST-0169,2024-01-25,ATM Withdrawal,56143.71,Lahore-Gulberg,ATM,PKR,ENTITY-471,0,0,Pending
TXN-01636,CUST-0072,2024-12-08,POS Purchase,9574718.45,Karachi-Main,POS,USD,ENTITY-452,0,1,Completed
TXN-01637,CUST-0038,2025-02-20,Bill Payment,16634.8,Islamabad-Blue Area,ATM,PKR,ENTITY-364,0,0,Completed
TXN-01638,CUST-0020,2025-01-10,POS Purchase,153960.23,Quetta-Branch,Mobile App,AED,ENTITY-061,0,0,Completed
TXN-01639,CUST-0137,2024-01-27,Bill Payment,533712.02,Lahore-Gulberg,Branch,PKR,ENTITY-175,0,0,Completed
TXN-01640,CUST-0060,2025-02-16,IBFT,30878.05,Faisalabad-Central,Branch,AED,ENTITY-417,0,0,Pending
TXN-01641,CUST-0163,2024-04-19,Wire Transfer,4709.72,Karachi-Main,Branch,PKR,ENTITY-286,0,0,Pending
TXN-01642,CUST-0119,2024-06-26,ATM Withdrawal,18303.68,Karachi-Clifton,Mobile App,AED,ENTITY-141,0,0,Completed
TXN-01643,CUST-0154,2024-04-19,Cash Withdrawal,60314.22,Faisalabad-Central,Mobile App,PKR,ENTITY-294,0,0,Pending
TXN-01644,CUST-0142,2024-10-07,Wire Transfer,22716.29,Lahore-Gulberg,ATM,AED,ENTITY-420,0,0,Completed
TXN-01645,CUST-0174,2024-11-24,ATM Withdrawal,121598.44,Faisalabad-Central,ATM,USD,ENTITY-190,0,0,Completed
TXN-01646,CUST-0075,2025-01-30,Cash Deposit,2749.61,Faisalabad-Central,Mobile App,USD,ENTITY-462,0,0,Completed
TXN-01647,CUST-0019,2024-10-30,ATM Withdrawal,2261.11,Karachi-Clifton,Online,PKR,ENTITY-153,0,0,Pending
TXN-01648,CUST-0073,2024-02-17,ATM Withdrawal,6810.71,Quetta-Branch,Branch,PKR,ENTITY-164,0,0,Completed
TXN-01649,CUST-0002,2025-02-22,POS Purchase,1394096.74,Quetta-Branch,Mobile App,PKR,ENTITY-176,0,1,Completed
TXN-01650,CUST-0144,2024-07-13,IBFT,49038.31,Karachi-Main,Mobile App,PKR,ENTITY-175,0,0,Completed
TXN-01651,CUST-0056,2024-10-01,Cash Deposit,26577.83,Islamabad-Blue Area,ATM,USD,ENTITY-136,0,0,Pending
TXN-01652,CUST-0147,2024-05-18,Cash Deposit,49113.22,Islamabad-Blue Area,Online,PKR,ENTITY-009,0,1,Reversed
TXN-01653,CUST-0021,2024-06-11,ATM Withdrawal,10660.35,Islamabad-Blue Area,ATM,PKR,ENTITY-129,0,0,Completed
TXN-01654,CUST-0087,2024-02-13,Wire Transfer,60824.72,Karachi-Clifton,POS,PKR,ENTITY-026,0,0,Pending
TXN-01655,CUST-0074,2024-07-11,IBFT,1225270.41,Karachi-Main,Online,PKR,ENTITY-289,0,1,Completed
TXN-01656,CUST-0006,2024-12-12,Cash Deposit,39071.62,Karachi-Clifton,Branch,PKR,ENTITY-280,0,0,Completed
TXN-01657,CUST-0139,2025-02-13,Loan Disbursement,98973.18,Quetta-Branch,ATM,USD,ENTITY-330,0,0,Completed
TXN-01658,CUST-0076,2024-11-01,POS Purchase,2840.68,Karachi-Clifton,POS,PKR,ENTITY-091,0,0,Reversed
TXN-01659,CUST-0105,2025-02-16,Loan Disbursement,130213.1,Islamabad-Blue Area,Online,USD,ENTITY-165,0,0,Completed
TXN-01660,CUST-0138,2024-09-27,Bill Payment,4689.36,Islamabad-Blue Area,Branch,AED,ENTITY-250,0,0,Completed
TXN-01661,CUST-0032,2024-04-03,Bill Payment,50279.24,Islamabad-Blue Area,POS,PKR,ENTITY-311,0,0,Pending
TXN-01662,CUST-0117,2024-08-10,Loan Disbursement,1023.66,Karachi-Clifton,POS,PKR,ENTITY-114,0,0,Completed
TXN-01663,CUST-0111,2024-07-04,Loan Disbursement,106165.03,Karachi-Clifton,POS,PKR,ENTITY-289,0,0,Reversed
TXN-01664,CUST-0163,2024-05-18,Cash Deposit,4275.64,Karachi-Main,Branch,AED,ENTITY-359,1,0,Completed
TXN-01665,CUST-0013,2024-05-09,Loan Disbursement,399231.24,Quetta-Branch,Online,USD,ENTITY-093,0,0,Completed
TXN-01666,CUST-0080,2024-10-26,Cash Withdrawal,17086.93,Karachi-Clifton,POS,PKR,ENTITY-169,0,0,Completed
TXN-01667,CUST-0131,2024-07-01,Bill Payment,274383.25,Lahore-Gulberg,Branch,USD,ENTITY-066,1,0,Completed
TXN-01668,CUST-0061,2024-06-25,Wire Transfer,420037.65,Lahore-Gulberg,Branch,PKR,ENTITY-226,0,0,Completed
TXN-01669,CUST-0198,2024-12-10,Wire Transfer,1135.85,Karachi-Clifton,Branch,PKR,ENTITY-285,0,0,Completed
TXN-01670,CUST-0083,2024-12-06,IBFT,136357.66,Karachi-Main,ATM,AED,ENTITY-302,0,0,Completed
TXN-01671,CUST-0119,2024-04-23,POS Purchase,4890.88,Karachi-Clifton,ATM,PKR,ENTITY-249,0,0,Completed
TXN-01672,CUST-0089,2024-02-18,Wire Transfer,531601.06,Karachi-Main,ATM,USD,ENTITY-063,0,1,Reversed
TXN-01673,CUST-0198,2024-09-21,IBFT,2171.84,Karachi-Clifton,ATM,USD,ENTITY-461,0,0,Completed
TXN-01674,CUST-0174,2024-07-25,POS Purchase,369851.92,Faisalabad-Central,Online,PKR,ENTITY-483,0,0,Completed
TXN-01675,CUST-0180,2025-03-13,POS Purchase,1389032.61,Quetta-Branch,Mobile App,PKR,ENTITY-001,0,0,Pending
TXN-01676,CUST-0106,2024-05-15,Loan Disbursement,2419776.1,Lahore-Gulberg,Mobile App,PKR,ENTITY-123,0,1,Completed
TXN-01677,CUST-0041,2024-11-24,Cash Deposit,25456.02,Karachi-Clifton,ATM,PKR,ENTITY-323,0,0,Completed
TXN-01678,CUST-0045,2024-07-23,Wire Transfer,38210.17,Islamabad-Blue Area,Branch,USD,ENTITY-066,0,0,Completed
TXN-01679,CUST-0056,2024-07-02,ATM Withdrawal,20535.26,Islamabad-Blue Area,ATM,PKR,ENTITY-425,0,0,Pending
TXN-01680,CUST-0168,2024-08-20,IBFT,40695.22,Karachi-Clifton,ATM,PKR,ENTITY-358,0,1,Reversed
TXN-01681,CUST-0080,2024-08-29,Bill Payment,11954.71,Karachi-Clifton,POS,PKR,ENTITY-004,0,0,Completed
TXN-01682,CUST-0180,2025-03-21,Cash Deposit,207438.97,Quetta-Branch,Mobile App,USD,ENTITY-427,0,0,Pending
TXN-01683,CUST-0079,2024-01-28,Loan Disbursement,19887.65,Lahore-Gulberg,Mobile App,PKR,ENTITY-368,0,0,Completed
TXN-01684,CUST-0085,2024-05-01,ATM Withdrawal,200780.99,Lahore-Gulberg,Mobile App,PKR,ENTITY-396,0,1,Completed
TXN-01685,CUST-0137,2025-03-06,IBFT,3018.21,Lahore-Gulberg,Mobile App,AED,ENTITY-278,0,0,Completed
TXN-01686,CUST-0001,2024-01-07,POS Purchase,1137535.57,Karachi-Clifton,Mobile App,AED,ENTITY-084,0,1,Completed
TXN-01687,CUST-0160,2025-03-11,Wire Transfer,104415.89,Karachi-Clifton,POS,USD,ENTITY-456,1,0,Completed
TXN-01688,CUST-0160,2024-07-11,Cash Withdrawal,258.89,Karachi-Clifton,POS,USD,ENTITY-375,0,0,Completed
TXN-01689,CUST-0132,2024-03-18,ATM Withdrawal,60969.92,Quetta-Branch,Branch,PKR,ENTITY-404,0,0,Completed
TXN-01690,CUST-0129,2024-10-22,ATM Withdrawal,450864.43,Islamabad-Blue Area,ATM,PKR,ENTITY-115,0,1,Reversed
TXN-01691,CUST-0065,2024-12-10,IBFT,351359.39,Lahore-Gulberg,ATM,PKR,ENTITY-463,1,1,Reversed
TXN-01692,CUST-0114,2025-01-07,Wire Transfer,14098.97,Faisalabad-Central,ATM,AED,ENTITY-051,0,0,Completed
TXN-01693,CUST-0119,2024-07-12,IBFT,16323.74,Karachi-Clifton,Online,PKR,ENTITY-027,0,0,Completed
TXN-01694,CUST-0110,2024-04-25,Bill Payment,10077.82,Karachi-Clifton,Branch,PKR,ENTITY-247,0,0,Completed
TXN-01695,CUST-0125,2024-02-17,Bill Payment,8058.34,Karachi-Main,Branch,PKR,ENTITY-270,0,0,Completed
TXN-01696,CUST-0081,2024-11-05,Cash Deposit,39271.16,Karachi-Clifton,Branch,PKR,ENTITY-346,0,0,Completed
TXN-01697,CUST-0188,2024-10-12,Cash Withdrawal,3641.37,Lahore-Gulberg,POS,PKR,ENTITY-232,0,0,Reversed
TXN-01698,CUST-0140,2024-10-29,IBFT,8940.67,Lahore-Gulberg,POS,AED,ENTITY-227,0,0,Completed
TXN-01699,CUST-0195,2024-09-01,Wire Transfer,304888.02,Karachi-Main,POS,PKR,ENTITY-220,0,0,Completed
TXN-01700,CUST-0123,2024-03-25,Cash Withdrawal,38706.84,Lahore-Gulberg,Branch,AED,ENTITY-131,0,0,Completed
TXN-01701,CUST-0142,2024-08-15,Wire Transfer,17372.9,Lahore-Gulberg,ATM,AED,ENTITY-292,0,0,Completed
TXN-01702,CUST-0076,2024-07-21,ATM Withdrawal,848732.19,Karachi-Clifton,Branch,AED,ENTITY-428,0,0,Completed
TXN-01703,CUST-0171,2024-01-06,POS Purchase,39238.38,Faisalabad-Central,POS,AED,ENTITY-389,0,0,Completed
TXN-01704,CUST-0069,2025-03-21,IBFT,7034.33,Karachi-Main,ATM,PKR,ENTITY-003,0,0,Completed
TXN-01705,CUST-0076,2024-05-13,Cash Withdrawal,27198.89,Karachi-Clifton,Mobile App,USD,ENTITY-422,0,0,Pending
TXN-01706,CUST-0002,2024-12-13,Wire Transfer,65163.04,Quetta-Branch,Online,USD,ENTITY-394,0,0,Completed
TXN-01707,CUST-0039,2024-11-13,IBFT,32210.3,Karachi-Clifton,Branch,PKR,ENTITY-161,0,0,Reversed
TXN-01708,CUST-0072,2024-07-25,IBFT,48134.33,Karachi-Main,POS,USD,ENTITY-074,1,0,Pending
TXN-01709,CUST-0030,2024-10-26,POS Purchase,8688.12,Quetta-Branch,Mobile App,USD,ENTITY-184,0,0,Reversed
TXN-01710,CUST-0106,2024-01-16,Cash Deposit,181985.81,Lahore-Gulberg,Mobile App,USD,ENTITY-053,1,0,Completed
TXN-01711,CUST-0155,2024-09-22,Wire Transfer,1442.43,Faisalabad-Central,Mobile App,PKR,ENTITY-332,1,0,Reversed
TXN-01712,CUST-0074,2024-06-06,ATM Withdrawal,13279.05,Karachi-Main,Mobile App,PKR,ENTITY-460,0,0,Reversed
TXN-01713,CUST-0085,2024-11-20,ATM Withdrawal,7328.37,Lahore-Gulberg,Online,PKR,ENTITY-404,0,0,Completed
TXN-01714,CUST-0079,2024-01-02,Cash Withdrawal,1598445.28,Lahore-Gulberg,Mobile App,PKR,ENTITY-475,0,1,Completed
TXN-01715,CUST-0014,2025-02-12,Wire Transfer,402815.09,Karachi-Clifton,POS,AED,ENTITY-492,0,0,Reversed
TXN-01716,CUST-0044,2024-08-13,Bill Payment,263821.89,Islamabad-Blue Area,Mobile App,PKR,ENTITY-130,0,0,Completed
TXN-01717,CUST-0022,2025-02-19,Loan Disbursement,26354.46,Faisalabad-Central,Branch,PKR,ENTITY-419,0,0,Pending
TXN-01718,CUST-0051,2024-01-31,IBFT,586415.09,Islamabad-Blue Area,Mobile App,AED,ENTITY-262,0,0,Completed
TXN-01719,CUST-0102,2024-07-13,ATM Withdrawal,30101.66,Lahore-Gulberg,Branch,PKR,ENTITY-495,0,0,Completed
TXN-01720,CUST-0154,2025-02-08,Cash Deposit,20692.52,Faisalabad-Central,Branch,AED,ENTITY-472,1,0,Completed
TXN-01721,CUST-0138,2025-01-31,Loan Disbursement,55471.08,Islamabad-Blue Area,Online,PKR,ENTITY-379,0,0,Completed
TXN-01722,CUST-0098,2024-07-20,Bill Payment,2978189.29,Lahore-Gulberg,ATM,PKR,ENTITY-345,0,1,Pending
TXN-01723,CUST-0032,2024-04-26,ATM Withdrawal,10805.69,Islamabad-Blue Area,Online,PKR,ENTITY-364,0,0,Completed
TXN-01724,CUST-0152,2024-04-03,Cash Deposit,118727.09,Lahore-Gulberg,ATM,PKR,ENTITY-208,0,0,Completed
TXN-01725,CUST-0053,2024-12-01,POS Purchase,169327.74,Faisalabad-Central,POS,PKR,ENTITY-345,0,1,Reversed
TXN-01726,CUST-0122,2024-09-04,Bill Payment,199159.57,Faisalabad-Central,POS,PKR,ENTITY-469,0,1,Reversed
TXN-01727,CUST-0023,2024-03-04,POS Purchase,36895.13,Karachi-Clifton,POS,PKR,ENTITY-005,0,0,Completed
TXN-01728,CUST-0184,2024-04-18,Wire Transfer,1180.32,Karachi-Main,Online,USD,ENTITY-139,0,0,Completed
TXN-01729,CUST-0194,2024-07-31,ATM Withdrawal,2454.74,Karachi-Main,Branch,PKR,ENTITY-193,0,0,Completed
TXN-01730,CUST-0132,2024-12-18,POS Purchase,2020.36,Quetta-Branch,ATM,PKR,ENTITY-470,0,0,Completed
TXN-01731,CUST-0132,2024-03-16,Wire Transfer,1303.94,Quetta-Branch,Branch,PKR,ENTITY-394,0,0,Pending
TXN-01732,CUST-0131,2024-02-11,Bill Payment,358633.44,Lahore-Gulberg,Mobile App,USD,ENTITY-203,0,0,Reversed
TXN-01733,CUST-0088,2024-06-02,Wire Transfer,153289.04,Faisalabad-Central,POS,AED,ENTITY-463,0,0,Completed
TXN-01734,CUST-0170,2024-08-04,ATM Withdrawal,96496.62,Karachi-Clifton,ATM,PKR,ENTITY-058,0,0,Completed
TXN-01735,CUST-0106,2024-03-26,ATM Withdrawal,35504.39,Lahore-Gulberg,Online,PKR,ENTITY-339,1,0,Completed
TXN-01736,CUST-0004,2024-08-06,Bill Payment,69927.88,Quetta-Branch,Branch,USD,ENTITY-187,0,0,Completed
TXN-01737,CUST-0016,2024-05-21,Wire Transfer,91165.59,Karachi-Clifton,Branch,AED,ENTITY-418,0,0,Pending
TXN-01738,CUST-0073,2024-01-03,IBFT,8313.45,Quetta-Branch,ATM,PKR,ENTITY-184,1,0,Completed
TXN-01739,CUST-0094,2024-11-01,Cash Withdrawal,53990.3,Quetta-Branch,ATM,PKR,ENTITY-075,0,0,Reversed
TXN-01740,CUST-0090,2024-08-23,Cash Withdrawal,634.17,Karachi-Clifton,ATM,PKR,ENTITY-326,0,0,Pending
TXN-01741,CUST-0077,2024-10-19,Cash Withdrawal,341154.65,Faisalabad-Central,ATM,USD,ENTITY-323,0,0,Completed
TXN-01742,CUST-0192,2025-01-11,Cash Withdrawal,41802.65,Karachi-Clifton,Online,PKR,ENTITY-390,0,0,Completed
TXN-01743,CUST-0015,2024-05-02,IBFT,19601.51,Faisalabad-Central,Branch,PKR,ENTITY-449,0,0,Pending
TXN-01744,CUST-0179,2024-02-26,Cash Withdrawal,10191.0,Faisalabad-Central,Mobile App,AED,ENTITY-158,0,0,Pending
